frame_number,object_id,x,y,w,h,class,species,occlusion,noise
84,2,192,70,13,20,1,0,0,0
84,3,183,63,9,18,1,0,0,0
85,2,468,349,11,19,1,0,0,0
86,2,367,102,11,19,1,0,0,0
87,2,367,110,11,19,1,0,0,0
88,1,250,32,18,29,1,0,0,0
89,1,197,51,11,26,1,0,0,0
89,2,217,67,11,21,1,0,0,0
89,3,205,58,12,24,1,0,0,0
90,1,101,169,15,15,0,-1,0,0
90,2,191,242,18,14,0,-1,0,0
90,3,60,169,16,16,0,-1,0,0
90,4,228,219,14,11,0,-1,0,0
91,1,388,115,21,18,0,1,0,1
92,1,382,58,10,24,1,0,0,0
92,2,401,78,12,23,1,0,0,0
92,3,392,66,8,26,1,0,0,0
93,1,317,137,21,18,0,1,0,0
94,1,462,314,8,9,0,-1,0,0
95,1,224,77,18,29,1,0,0,0
96,1,189,45,11,26,1,0,0,0
96,2,209,61,11,22,1,0,0,0
96,3,197,56,9,19,1,0,0,0
97,1,87,169,15,15,0,-1,0,0
97,2,135,254,18,14,0,-1,0,0
97,3,59,159,16,16,0,-1,0,0
97,4,176,240,14,11,0,-1,0,0
98,1,497,230,17,13,0,1,0,0
98,2,509,244,17,15,0,1,0,0
99,1,348,269,8,9,0,-1,0,0
100,1,447,69,11,26,1,0,0,0
100,2,466,88,12,18,1,0,0,0
100,3,453,77,10,19,1,0,0,0
101,1,543,246,16,14,0,1,0,0
101,2,558,261,15,14,0,1,0,0
102,2,330,171,11,19,1,0,0,0
103,1,389,113,21,19,0,1,0,0
104,1,277,13,18,29,1,0,0,0
105,5,108,266,8,9,0,-1,0,0
105,6,162,210,14,11,0,-1,0,0
105,7,172,120,13,10,0,-1,0,0
105,10,198,154,11,15,0,-1,0,0
105,12,241,129,12,11,0,-1,0,0
105,13,150,156,10,10,0,-1,0,0
105,14,151,147,8,9,0,-1,0,0
105,19,196,132,8,11,0,-1,0,0
105,20,187,113,10,10,0,-1,0,0
105,25,170,139,9,8,0,-1,0,0
105,27,179,95,10,14,0,-1,0,0
105,28,219,134,12,11,0,-1,0,0
105,29,185,130,12,11,0,-1,0,0
106,1,225,76,18,29,1,0,0,0
107,1,375,267,9,14,1,0,0,0
107,2,384,305,9,13,1,0,0,0
108,1,189,45,11,26,1,0,0,0
108,2,209,60,13,22,1,0,0,0
108,3,198,56,10,19,1,0,0,0
109,1,108,153,15,15,0,-1,0,0
109,3,73,160,16,16,0,-1,0,0
109,4,269,180,14,11,0,-1,0,0
110,1,566,258,16,14,0,1,0,0
110,2,579,271,15,14,0,1,0,0
111,1,405,208,39,32,0,1,0,0
112,12,30,176,12,11,0,-1,0,0
112,28,6,183,12,11,0,-1,0,0
113,2,401,219,11,19,1,0,0,0
114,1,382,284,8,9,0,-1,0,0
115,1,283,136,21,18,0,1,0,0
116,1,402,56,11,26,1,0,0,0
116,2,421,73,14,22,1,0,0,0
116,3,409,66,11,20,1,0,0,0
117,1,75,172,15,15,0,-1,0,0
117,2,175,240,18,14,0,-1,0,0
117,3,32,174,16,16,0,-1,0,0
117,4,211,219,14,11,0,-1,0,0
118,1,235,67,18,29,1,0,0,0
119,6,42,240,14,11,0,-1,0,0
119,7,67,142,13,10,0,-1,0,0
119,10,88,179,11,15,0,-1,0,0
119,12,136,151,12,11,0,-1,0,0
119,13,37,181,10,10,0,-1,0,0
119,14,37,171,10,10,0,-1,0,0
119,19,91,154,8,11,0,-1,0,0
119,20,82,135,10,10,0,-1,0,0
119,25,62,163,9,8,0,-1,0,0
119,27,74,117,10,14,0,-1,0,0
119,28,114,156,12,11,0,-1,0,0
119,29,80,152,12,11,0,-1,0,0
120,1,194,42,11,26,1,0,0,0
120,2,215,56,12,22,1,0,0,0
120,3,202,51,10,20,1,0,0,0
121,2,346,147,11,19,1,0,0,0
122,5,63,156,10,12,0,-1,0,0
122,6,89,107,9,10,0,-1,0,0
122,7,26,40,12,11,0,-1,0,0
122,10,81,62,11,15,0,-1,0,0
122,11,25,85,11,10,0,-1,0,0
122,12,104,38,12,11,0,-1,0,0
122,13,27,71,10,10,0,-1,0,0
122,19,64,46,8,11,0,-1,0,0
122,20,39,33,10,10,0,-1,0,0
122,25,34,57,9,8,0,-1,0,0
122,27,19,19,9,10,0,-1,0,0
122,28,80,44,12,11,0,-1,0,0
122,29,51,46,12,11,0,-1,0,0
123,2,394,200,11,19,1,0,0,0
124,2,377,142,11,19,1,0,0,0
125,1,251,46,18,29,1,0,0,0
126,1,352,269,6,12,1,0,0,0
126,2,375,286,9,13,1,0,0,0
127,1,288,49,11,26,1,0,0,0
127,2,309,68,12,20,1,0,0,0
127,3,296,59,10,21,1,0,0,0
128,1,236,62,18,29,1,0,0,0
129,1,397,223,9,14,1,0,0,0
129,2,418,284,9,13,1,0,0,0
130,1,349,256,9,12,1,0,0,0
130,2,374,272,9,13,1,0,0,0
131,1,250,32,18,29,1,0,0,0
132,1,313,254,9,14,1,0,0,0
132,2,325,358,9,13,1,0,0,0
133,1,235,69,18,29,1,0,0,0
134,1,511,331,8,9,0,-1,0,0
135,1,82,171,15,15,0,-1,0,0
135,2,134,256,18,14,0,-1,0,0
135,3,51,164,16,16,0,-1,0,0
135,4,178,238,14,11,0,-1,0,0
136,2,454,481,9,13,1,0,0,0
137,1,83,156,15,15,0,-1,0,0
137,2,200,219,18,14,0,-1,0,0
137,3,41,158,16,16,0,-1,0,0
137,4,229,198,14,11,0,-1,0,0
138,1,491,228,16,14,0,1,0,0
138,2,503,244,15,11,0,1,0,0
139,1,526,237,16,14,0,1,0,0
139,2,540,250,15,14,0,1,0,0
140,1,339,137,21,18,0,1,0,0
141,1,236,62,18,29,1,0,0,0
142,2,374,127,11,19,1,0,0,0
143,1,317,136,21,18,0,1,0,0
144,1,375,256,9,14,1,0,0,0
144,2,398,330,9,13,1,0,0,0
145,1,303,134,21,18,0,1,0,0
146,1,564,256,16,14,0,1,0,0
146,2,578,268,15,14,0,1,0,0
147,1,407,264,44,36,0,1,0,0
148,1,549,254,16,14,0,1,0,1
148,2,564,267,15,14,0,1,0,1
149,1,255,27,18,29,1,0,0,0
150,1,251,46,18,29,1,0,0,0
151,1,348,214,9,16,1,0,0,0
151,2,367,240,9,13,1,0,0,0
152,1,504,329,8,9,0,-1,0,0
153,1,370,279,8,9,0,-1,0,0
154,1,523,235,18,15,0,1,0,0
154,2,536,250,18,12,0,1,0,0
155,1,440,69,11,26,1,0,0,0
155,2,461,85,11,21,1,0,0,0
155,3,449,76,10,22,1,0,0,0
156,1,178,48,11,26,1,0,0,0
156,2,198,65,13,21,1,0,0,0
156,3,186,57,10,21,1,0,0,0
157,1,230,70,18,29,1,0,0,0
158,1,204,83,18,29,1,0,0,0
159,1,198,80,18,29,1,0,0,0
160,1,173,51,11,26,1,0,0,0
160,2,193,67,13,21,1,0,0,0
160,3,180,61,12,19,1,0,0,0
161,2,172,139,12,10,0,-1,0,0
161,3,175,132,11,8,0,-1,0,0
161,4,193,119,11,11,0,-1,0,0
161,5,254,71,11,15,0,-1,0,0
161,6,272,33,9,10,0,-1,0,0
161,10,259,0,11,11,0,-1,0,0
161,11,212,17,11,10,0,-1,0,0
161,13,213,6,10,10,0,-1,0,0
162,1,459,243,44,32,0,1,0,1
163,2,362,104,11,19,1,0,0,0
164,1,431,224,42,33,0,1,0,0
165,1,281,136,21,18,0,1,0,0
166,1,375,248,9,14,1,0,0,0
166,2,388,282,9,13,1,0,0,0
167,2,387,158,11,19,1,0,0,0
168,1,551,237,16,14,0,1,0,1
168,2,564,250,17,14,0,1,0,1
169,1,110,151,15,15,0,-1,0,0
169,3,76,159,16,16,0,-1,0,0
169,4,273,174,14,11,0,-1,0,0
170,2,382,419,9,13,1,0,0,0
171,1,569,257,16,14,0,1,0,1
171,2,583,270,15,14,0,1,0,1
172,1,102,149,15,15,0,-1,0,0
172,3,76,157,16,16,0,-1,0,0
172,4,277,155,14,11,0,-1,0,0
173,1,264,21,18,29,1,0,0,0
174,1,77,165,15,15,0,-1,0,0
174,2,161,242,18,14,0,-1,0,0
174,3,35,164,16,16,0,-1,0,0
174,4,200,221,14,11,0,-1,0,0
175,1,399,209,41,34,0,1,0,0
176,1,491,228,16,14,0,1,0,0
176,2,507,245,13,12,0,1,0,0
177,1,378,120,21,18,0,1,0,1
178,1,327,141,21,18,0,1,0,0
179,1,564,256,16,14,0,1,0,0
179,2,578,268,15,14,0,1,0,0
180,5,95,270,8,9,0,-1,0,0
180,6,148,215,14,11,0,-1,0,0
180,7,162,123,13,10,0,-1,0,0
180,10,186,158,11,15,0,-1,0,0
180,12,231,132,12,11,0,-1,0,0
180,13,137,159,10,10,0,-1,0,0
180,14,137,149,10,10,0,-1,0,0
180,19,186,135,8,11,0,-1,0,0
180,20,177,116,10,10,0,-1,0,0
180,25,157,144,9,8,0,-1,0,0
180,27,169,98,10,14,0,-1,0,0
180,28,209,137,12,11,0,-1,0,0
180,29,175,133,12,11,0,-1,0,0
181,1,235,69,18,29,1,0,0,0
182,1,286,136,21,18,0,1,0,1
183,1,542,256,16,14,0,1,0,0
183,2,556,269,15,14,0,1,0,0
184,1,576,250,15,13,0,1,0,1
184,2,590,262,14,14,0,1,0,1
185,2,397,287,11,19,1,0,0,0
186,1,402,204,9,14,1,0,0,0
186,2,419,263,9,13,1,0,0,0
187,1,429,67,11,26,1,0,0,0
187,2,448,85,11,17,1,0,0,0
187,3,436,77,10,19,1,0,0,0
188,1,582,250,16,14,0,1,0,0
188,2,597,262,15,14,0,1,0,0
189,1,188,45,11,26,1,0,0,0
189,2,209,61,13,19,1,0,0,0
189,3,198,54,9,19,1,0,0,0
190,1,321,138,21,18,0,1,0,1
191,1,331,263,8,9,0,-1,0,0
192,1,306,263,9,14,1,0,0,0
192,2,325,355,11,21,1,0,0,0
193,1,433,69,11,26,1,0,0,0
193,2,454,89,10,17,1,0,0,0
193,3,441,79,10,18,1,0,0,0
194,1,258,237,8,9,0,-1,0,0
195,1,372,239,9,14,1,0,0,0
195,2,387,270,9,13,1,0,0,0
196,1,350,52,11,26,1,0,0,0
196,2,369,69,11,20,1,0,0,0
196,3,357,62,11,19,1,0,0,0
197,1,204,83,18,29,1,0,0,0
198,1,391,57,13,27,1,0,0,0
198,2,411,75,10,23,1,0,0,0
198,3,400,69,10,19,1,0,0,0
199,1,386,115,21,18,0,1,0,0
200,1,337,65,11,18,1,0,0,0
200,2,352,81,13,19,1,0,0,0
200,3,343,71,13,19,1,0,0,0
201,1,282,136,21,18,0,1,0,1
202,1,491,228,16,14,0,1,0,0
202,2,503,244,15,11,0,1,0,0
203,1,109,152,15,15,0,-1,0,0
203,3,76,159,16,16,0,-1,0,0
203,4,275,172,14,11,0,-1,0,0
204,2,184,134,12,10,0,-1,0,0
204,3,186,126,11,8,0,-1,0,0
204,4,205,113,11,11,0,-1,0,0
204,5,267,70,10,8,0,-1,0,0
204,6,282,29,9,10,0,-1,0,0
204,11,224,12,11,10,0,-1,0,0
204,13,223,0,10,10,0,-1,0,0
205,1,231,71,18,29,1,0,0,0
206,1,451,232,43,33,0,1,0,0
207,2,261,100,12,12,0,-1,0,0
207,3,264,93,11,8,0,-1,0,0
207,4,281,81,11,11,0,-1,0,0
207,5,344,41,10,8,0,-1,0,0
208,1,370,233,9,14,1,0,0,0
208,2,385,263,9,13,1,0,0,0
209,2,1,332,9,11,0,-1,0,0
209,3,9,327,8,11,0,-1,0,0
209,4,19,309,16,14,0,-1,0,0
209,5,152,249,10,12,0,-1,0,0
209,6,202,197,14,11,0,-1,0,0
209,7,206,109,13,10,0,-1,0,0
209,10,235,143,11,15,0,-1,0,0
209,11,172,160,11,10,0,-1,0,0
209,12,277,118,12,11,0,-1,0,0
209,13,186,144,10,10,0,-1,0,0
209,14,189,135,8,9,0,-1,0,0
209,19,232,121,8,11,0,-1,0,0
209,20,221,103,10,10,0,-1,0,0
209,25,207,129,9,8,0,-1,0,0
209,27,212,85,10,14,0,-1,0,0
209,28,255,123,12,11,0,-1,0,0
209,29,221,119,12,11,0,-1,0,0
210,1,389,287,8,9,0,-1,0,0
211,1,201,79,18,29,1,0,0,0
212,1,413,219,39,31,0,1,0,1
213,1,402,196,9,14,1,0,0,0
213,2,417,255,9,13,1,0,0,0
214,1,532,298,16,14,0,1,0,0
214,2,545,312,15,14,0,1,0,0
215,2,221,116,11,10,0,-1,0,0
215,3,224,109,11,8,0,-1,0,0
215,4,243,96,11,11,0,-1,0,0
215,5,303,55,10,8,0,-1,0,0
215,11,259,0,11,10,0,-1,0,0
216,1,327,141,21,18,0,1,0,0
217,1,587,244,16,14,0,1,0,0
217,2,602,256,15,14,0,1,0,0
218,1,78,165,15,15,0,-1,0,0
218,2,148,244,18,14,0,-1,0,0
218,3,41,161,16,16,0,-1,0,0
218,4,190,222,14,11,0,-1,0,0
219,2,395,192,11,19,1,0,0,0
220,1,531,299,16,14,0,1,0,0
220,2,544,313,15,15,0,1,0,0
221,1,349,209,9,16,1,0,0,0
221,2,368,233,9,13,1,0,0,0
222,1,553,348,8,9,0,-1,0,0
223,1,57,172,15,15,0,-1,0,0
223,2,168,236,18,14,0,-1,0,0
223,3,12,175,16,16,0,-1,0,0
223,4,199,213,14,11,0,-1,0,0
224,2,78,304,9,11,0,-1,0,0
224,3,86,300,8,11,0,-1,0,0
224,4,96,285,16,14,0,-1,0,0
224,5,217,231,10,12,0,-1,0,0
224,6,263,180,14,11,0,-1,0,0
224,7,261,95,13,10,0,-1,0,0
224,10,292,126,11,15,0,-1,0,0
224,11,229,143,11,10,0,-1,0,0
224,12,331,103,12,11,0,-1,0,0
224,13,245,128,10,10,0,-1,0,0
224,14,247,119,8,9,0,-1,0,0
224,19,288,105,8,11,0,-1,0,0
224,20,273,88,10,10,0,-1,0,0
224,25,262,113,9,8,0,-1,0,0
224,27,264,70,10,14,0,-1,0,0
224,28,309,107,12,11,0,-1,0,0
224,29,276,103,12,11,0,-1,0,0
225,1,210,88,18,29,1,0,0,0
226,1,399,212,39,31,0,1,0,0
227,1,452,238,46,31,0,1,0,1
228,1,435,67,11,26,1,0,0,0
228,2,452,83,15,21,1,0,0,0
228,3,442,75,12,18,1,0,0,0
229,1,560,260,16,14,0,1,0,0
229,2,572,274,15,14,0,1,0,0
230,1,370,276,9,14,1,0,0,0
230,2,379,316,9,13,1,0,0,0
231,1,444,251,40,35,0,1,0,1
232,1,554,254,16,14,0,1,0,0
232,2,568,267,15,14,0,1,0,0
233,1,461,240,42,31,0,1,0,0
234,1,489,227,16,14,0,1,0,0
234,2,503,244,15,11,0,1,0,0
235,1,108,155,15,15,0,-1,0,0
235,3,68,159,16,16,0,-1,0,0
235,4,264,185,14,11,0,-1,0,0
236,1,388,264,9,14,1,0,0,0
236,2,399,309,9,13,1,0,0,0
237,1,331,68,9,18,1,0,0,0
237,2,343,85,11,17,1,0,0,0
237,3,336,77,10,15,1,0,0,0
238,1,400,205,43,34,0,1,0,0
239,1,403,204,39,34,0,1,0,0
240,1,394,59,8,28,1,0,0,0
240,2,411,73,10,27,1,0,0,0
240,3,402,64,9,27,1,0,0,0
241,1,399,207,42,33,0,1,0,0
242,1,334,138,21,18,0,1,0,0
243,1,75,166,15,15,0,-1,0,0
243,2,154,244,18,14,0,-1,0,0
243,3,36,163,16,16,0,-1,0,0
243,4,193,222,14,11,0,-1,0,0
244,1,235,67,18,29,1,0,0,0
245,1,348,204,9,13,1,0,0,0
245,2,371,227,9,13,1,0,0,0
246,1,90,169,15,15,0,-1,0,0
246,2,176,243,18,14,0,-1,0,0
246,3,48,167,16,16,0,-1,0,0
246,4,215,221,14,11,0,-1,0,0
247,1,426,257,45,31,0,1,0,1
248,2,434,463,9,13,1,0,0,0
249,1,236,62,18,29,1,0,0,0
250,1,319,55,11,26,1,0,0,0
250,2,340,72,12,18,1,0,0,0
250,3,327,63,11,20,1,0,0,0
251,1,74,170,15,15,0,-1,0,0
251,2,170,240,18,14,0,-1,0,0
251,3,28,170,16,16,0,-1,0,0
251,4,206,218,14,11,0,-1,0,0
252,1,217,83,18,29,1,0,0,0
253,1,399,219,9,14,1,0,0,0
253,2,418,281,9,13,1,0,0,0
254,1,318,137,21,18,0,1,0,0
255,1,513,237,16,14,0,1,0,0
255,2,525,251,15,14,0,1,0,0
256,1,179,47,11,26,1,0,0,0
256,2,199,63,12,20,1,0,0,0
256,3,187,59,10,16,1,0,0,0
257,1,307,139,21,18,0,1,0,1
258,2,382,153,11,19,1,0,0,0
259,1,223,80,18,29,1,0,0,0
260,1,399,205,40,34,0,1,0,0
261,1,460,241,43,32,0,1,0,1
262,1,349,264,9,14,1,0,0,0
262,2,371,345,9,13,1,0,0,0
263,1,189,49,11,26,1,0,0,0
263,2,207,65,13,21,1,0,0,0
263,3,196,59,11,18,1,0,0,0
264,1,359,274,8,9,0,-1,0,0
265,2,356,391,9,13,1,0,0,0
266,1,572,252,16,14,0,1,0,0
266,2,585,265,15,14,0,1,0,0
267,1,380,252,9,14,1,0,0,0
267,2,402,327,9,13,1,0,0,0
268,1,566,258,16,14,0,1,0,0
268,2,579,271,15,14,0,1,0,0
269,1,251,46,18,29,1,0,0,0
270,1,269,15,18,29,1,0,0,0
271,1,444,70,11,26,1,0,0,0
271,2,463,88,13,20,1,0,0,0
271,3,451,78,10,19,1,0,0,0
272,2,399,211,11,19,1,0,0,0
273,1,325,140,21,18,0,1,0,0
274,1,532,235,16,14,0,1,0,1
274,2,545,248,15,14,0,1,0,1
275,1,88,168,15,15,0,-1,0,0
275,2,180,239,18,14,0,-1,0,0
275,3,45,166,16,16,0,-1,0,0
275,4,217,217,14,11,0,-1,0,0
276,1,397,212,38,31,0,1,0,0
277,1,201,79,18,29,1,0,0,0
278,1,268,20,18,29,1,0,0,0
279,1,458,246,45,34,0,1,0,0
280,1,349,238,9,12,1,0,0,0
280,2,373,255,9,13,1,0,0,0
281,1,545,255,16,14,0,1,0,1
281,2,560,268,15,14,0,1,0,1
282,1,348,215,10,16,1,0,0,0
282,2,367,243,9,13,1,0,0,0
283,1,433,69,11,26,1,0,0,0
283,2,454,86,10,20,1,0,0,0
283,3,441,78,11,19,1,0,0,0
284,1,369,233,10,16,1,0,0,0
284,2,384,259,9,13,1,0,0,0
285,1,277,15,18,29,1,0,0,0
286,6,4,248,14,11,0,-1,0,0
286,7,32,149,13,10,0,-1,0,0
